,Week,CRN,Subject,Course Name,Student ID,Remote Learner,Mon,Tue,Wed,Thu,Fri,Sat,Sun
498,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,2d094e,No,,INP No,,,INP No,,
499,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,2d094e,No,,INP No,,,INP No,,
500,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP No,,,INP No,,
501,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP Yes,,,INP Yes,,
502,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP Yes,,,INP Yes,,
503,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP Yes,,,INP Yes,,
504,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP Yes,,,INP Yes,,
505,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP No,,,INP No,,
506,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP Yes,,,INP Yes,,
507,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,7690bb,No,,INP Yes,,,INP Yes,,
508,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP No,,
509,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP No,,
510,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP No,,
511,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP No,,
512,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP No,,
513,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP Yes,,
514,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP No,,
515,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,400820,No,,INP No,,,INP No,,
516,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,30e413,No,,INP No,,,INP No,,
517,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,30e413,No,,INP No,,,INP No,,
518,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,30e413,No,,INP No,,,INP No,,
519,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,30e413,No,,INP No,,,INP No,,
520,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,30e413,No,,INP Yes,,,INP Yes,,
521,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,30e413,No,,INP No,,,INP No,,
522,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,30e413,No,,INP No,,,INP No,,
523,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,30e413,No,,INP No,,,INP No,,
524,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP No,,,INP No,,
525,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP Yes,,,INP Yes,,
526,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP Yes,,,INP Yes,,
527,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP Yes,,,INP Yes,,
528,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP Yes,,,INP Yes,,
529,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP Yes,,,INP Yes,,
530,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP Yes,,,INP Yes,,
531,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,b4d5c8,No,,INP Yes,,,INP Yes,,
532,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,e71cd0,No,,INP No,,,INP No,,
533,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,e71cd0,No,,INP Yes,,,INP Yes,,
534,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,e71cd0,No,,INP Yes,,,INP Yes,,
535,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,e71cd0,No,,INP Yes,,,INP Yes,,
536,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,e71cd0,No,,INP Yes,,,INP Yes,,
537,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,e71cd0,No,,INP Yes,,,INP Yes,,
538,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,02db87,No,,INP No,,,INP No,,
539,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,02db87,No,,INP No,,,INP No,,
540,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,02db87,No,,INP No,,,INP No,,
541,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,02db87,No,,INP No,,,INP No,,
542,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,02db87,No,,INP No,,,INP No,,
543,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,02db87,No,,INP No,,,INP No,,
544,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,02db87,No,,INP No,,,INP No,,
545,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,02db87,No,,INP Yes,,,INP No,,
546,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,e17f23,No,,INP Yes,,,INP Yes,,
547,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,e17f23,No,,INP No,,,INP No,,
548,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,e17f23,No,,INP No,,,INP No,,
549,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,e17f23,No,,INP Yes,,,INP Yes,,
550,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,e17f23,No,,INP Yes,,,INP Yes,,
551,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,e17f23,No,,INP No,,,INP No,,
552,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,e17f23,No,,INP No,,,INP No,,
553,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
554,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
555,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
556,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
557,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
558,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
559,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
560,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,d6d2fe,Yes,,REM Yes,,,REM Yes,,
561,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
562,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
563,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
564,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
565,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
566,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
567,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
568,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,d65451,No,,INP Yes,,,INP Yes,,
569,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,c0bc50,Yes,,REM Yes,,,REM Yes,,
570,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,c0bc50,Yes,,REM Yes,,,REM Yes,,
571,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,c0bc50,Yes,,REM Yes,,,REM Yes,,
572,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,c0bc50,Yes,,REM Yes,,,REM Yes,,
573,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,c0bc50,Yes,,REM Yes,,,REM Yes,,
574,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,c0bc50,Yes,,REM Yes,,,REM Yes,,
575,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,7fa2f7,Yes,,REM Yes,,,REM Yes,,
576,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,7fa2f7,Yes,,REM Yes,,,REM Yes,,
577,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,7fa2f7,Yes,,REM Yes,,,REM Yes,,
578,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,7fa2f7,Yes,,REM Yes,,,REM Yes,,
579,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,7fa2f7,Yes,,REM Yes,,,REM Yes,,
580,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,7fa2f7,Yes,,REM Yes,,,REM Yes,,
581,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,7fa2f7,Yes,,REM Yes,,,REM Yes,,
582,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP Yes,,,INP Yes,,
583,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP No,,,INP No,,
584,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP Yes,,,INP Yes,,
585,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP Yes,,,INP Yes,,
586,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP No,,,INP No,,
587,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP Yes,,,INP Yes,,
588,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP No,,,INP No,,
589,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,4a33e0,No,,INP Yes,,,INP Yes,,
590,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,915199,No,,INP Yes,,,INP Yes,,
591,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,915199,No,,INP Yes,,,INP Yes,,
592,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,915199,No,,INP No,,,INP Yes,,
593,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,915199,No,,INP Yes,,,INP Yes,,
594,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,915199,No,,INP Yes,,,INP Yes,,
595,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,915199,No,,INP Yes,,,INP Yes,,
596,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,915199,No,,INP Yes,,,INP Yes,,
597,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,915199,No,,INP No,,,INP No,,
598,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
599,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
600,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
601,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
602,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
603,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
604,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
605,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,546dd0,Yes,,REM Yes,,,REM Yes,,
606,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,82200a,Yes,,REM Yes,,,REM Yes,,
607,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,82200a,Yes,,REM Yes,,,REM Yes,,
608,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,82200a,Yes,,REM Yes,,,REM Yes,,
609,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,82200a,Yes,,REM Yes,,,REM Yes,,
610,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,82200a,Yes,,REM Yes,,,REM Yes,,
611,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,82200a,Yes,,REM Yes,,,REM Yes,,
612,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,82200a,Yes,,REM Yes,,,REM Yes,,
613,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP No,,,INP No,,
614,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP No,,,INP No,,
615,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP No,,,INP No,,
616,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP No,,,INP No,,
617,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP No,,,INP No,,
618,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP No,,,INP No,,
619,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP Yes,,,INP Yes,,
620,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,e7e197,No,,INP No,,,INP No,,
621,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP Yes,,,INP Yes,,
622,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP No,,,INP No,,
623,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP Yes,,,INP Yes,,
624,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP No,,,INP No,,
625,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP Yes,,,INP Yes,,
626,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP Yes,,,INP Yes,,
627,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP No,,,INP No,,
628,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,3b85e5,No,,INP Yes,,,INP Yes,,
629,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP No,,,INP No,,
630,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP No,,,INP No,,
631,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP Yes,,,INP Yes,,
632,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP No,,,INP No,,
633,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP No,,,INP No,,
634,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP No,,,INP No,,
635,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP No,,,INP No,,
636,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,b67aa2,No,,INP No,,,INP No,,
637,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP No,,,INP No,,
638,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP No,,,INP No,,
639,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP No,,,INP No,,
640,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP No,,,INP No,,
641,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP No,,,INP No,,
642,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP Yes,,,INP Yes,,
643,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP No,,,INP No,,
644,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,4854f4,No,,INP No,,,INP No,,
645,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP No,,,INP No,,
646,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP No,,,INP No,,
647,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP No,,,INP No,,
648,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP No,,,INP No,,
649,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP No,,,INP No,,
650,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP No,,,INP No,,
651,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP Yes,,,INP Yes,,
652,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,ef2490,No,,INP No,,,INP No,,
653,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP No,,,INP No,,
654,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP No,,,INP No,,
655,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP No,,,INP No,,
656,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP No,,,INP No,,
657,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP No,,,INP No,,
658,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP No,,,INP No,,
659,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP Yes,,,INP Yes,,
660,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,4f63b6,No,,INP No,,,INP No,,
661,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP Yes,,,INP Yes,,
662,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP Yes,,,INP Yes,,
663,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP No,,,INP No,,
664,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP No,,,INP No,,
665,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP Yes,,,INP Yes,,
666,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP Yes,,,INP Yes,,
667,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP Yes,,,INP Yes,,
668,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,e6d256,No,,INP Yes,,,INP Yes,,
669,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP No,,,INP No,,
670,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP No,,,INP No,,
671,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP Yes,,,INP Yes,,
672,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP No,,,INP No,,
673,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP No,,,INP No,,
674,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP No,,,INP No,,
675,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP No,,,INP No,,
676,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,2c68b0,No,,INP No,,,INP No,,
677,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP No,,
678,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP No,,
679,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP No,,
680,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP No,,
681,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP Yes,,
682,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP No,,
683,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP No,,
684,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,85d13c,No,,INP No,,,INP No,,
685,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP Yes,,,INP Yes,,
686,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP No,,,INP No,,
687,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP Yes,,,INP Yes,,
688,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP No,,,INP No,,
689,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP No,,,INP No,,
690,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP Yes,,,INP Yes,,
691,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP No,,,INP No,,
692,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,5b7129,No,,INP No,,,INP No,,
693,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
694,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
695,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
696,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
697,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
698,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
699,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
700,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,dc1538,Yes,,REM Yes,,,REM Yes,,
701,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP Yes,,,INP Yes,,
702,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP Yes,,,INP Yes,,
703,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP Yes,,,INP Yes,,
704,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP No,,,INP No,,
705,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP No,,,INP No,,
706,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP Yes,,,INP Yes,,
707,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP No,,,INP No,,
708,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,4b42e1,No,,INP Yes,,,INP Yes,,
709,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP No,,,INP No,,
710,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP Yes,,,INP Yes,,
711,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP No,,,INP No,,
712,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP No,,,INP No,,
713,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP No,,,INP No,,
714,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP No,,,INP No,,
715,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP Yes,,,INP Yes,,
716,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,c2de8c,No,,INP Yes,,,INP Yes,,
717,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP Yes,,,INP Yes,,
718,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP No,,,INP No,,
719,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP Yes,,,INP Yes,,
720,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP Yes,,,INP Yes,,
721,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP Yes,,,INP Yes,,
722,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP No,,,INP No,,
723,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP Yes,,,INP Yes,,
724,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,3a2f61,No,,INP Yes,,,INP Yes,,
725,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP Yes,,,INP Yes,,
726,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP Yes,,,INP Yes,,
727,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP Yes,,,INP Yes,,
728,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP Yes,,,INP Yes,,
729,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP Yes,,,INP Yes,,
730,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP Yes,,,INP Yes,,
731,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP Yes,,,INP Yes,,
732,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,7fcb11,No,,INP No,,,INP No,,
733,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP No,,,INP No,,
734,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP Yes,,,INP No,,
735,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP No,,,INP No,,
736,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP No,,,INP No,,
737,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP No,,,INP No,,
738,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP No,,,INP No,,
739,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP No,,,INP No,,
740,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,d09ecc,No,,INP No,,,INP No,,
741,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
742,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
743,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
744,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
745,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
746,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
747,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
748,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,de2605,Yes,,REM Yes,,,REM Yes,,
749,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,d471a2,No,,INP No,,,INP No,,
750,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,d471a2,No,,INP Yes,,,INP Yes,,
751,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,d471a2,No,,INP No,,,INP No,,
