,Week,CRN,Subject,Course Name,Student ID,Remote Learner,Mon,Tue,Wed,Thu,Fri,Sat,Sun
247,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,05168f,Yes,,REM Yes,,,REM Yes,,
248,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,05168f,Yes,,REM Yes,,,REM Yes,,
249,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,05168f,Yes,,REM Yes,,,REM Yes,,
250,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,05168f,Yes,,REM Yes,,,REM Yes,,
251,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,05168f,Yes,,REM Yes,,,REM Yes,,
252,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,05168f,Yes,,REM Yes,,,REM Yes,,
253,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,09446c,No,,INP No,,,INP No,,
254,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,09446c,No,,INP Yes,,,INP Yes,,
255,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,09446c,No,,INP Yes,,,INP Yes,,
256,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,09446c,No,,INP Yes,,,INP Yes,,
257,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,09446c,No,,INP Yes,,,INP Yes,,
258,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,09446c,No,,INP Yes,,,INP Yes,,
259,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,09446c,No,,INP Yes,,,INP Yes,,
260,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,09446c,No,,INP Yes,,,INP Yes,,
261,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,01fecc,No,,INP No,,,INP No,,
262,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,01fecc,No,,INP Yes,,,INP Yes,,
263,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,01fecc,No,,INP No,,,INP No,,
264,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,01fecc,No,,INP No,,,INP No,,
265,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP Yes,,,INP Yes,,
266,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP Yes,,,INP Yes,,
267,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP Yes,,,INP Yes,,
268,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP Yes,,,INP Yes,,
269,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP No,,,INP No,,
270,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP Yes,,,INP Yes,,
271,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP Yes,,,INP Yes,,
272,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,1a4b84,No,,INP No,,,INP No,,
273,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
274,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
275,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
276,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
277,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
278,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
279,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
280,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,287671,No,,INP Yes,,,INP Yes,,
281,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP No,,,INP No,,
282,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP No,,,INP No,,
283,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP No,,,INP No,,
284,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP Yes,,,INP Yes,,
285,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP No,,,INP No,,
286,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP No,,,INP No,,
287,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP Yes,,,INP Yes,,
288,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,4d8193,No,,INP No,,,INP No,,
289,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
290,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
291,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
292,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
293,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
294,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
295,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
296,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,79acca,Yes,,REM Yes,,,REM Yes,,
297,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,8601b2,No,,INP Yes,,,INP Yes,,
298,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,8601b2,No,,INP Yes,,,INP Yes,,
299,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,8601b2,No,,INP Yes,,,INP Yes,,
300,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,8601b2,No,,INP Yes,,,INP Yes,,
301,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,8601b2,No,,INP Yes,,,INP Yes,,
302,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,8601b2,No,,INP Yes,,,INP Yes,,
303,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP Yes,,,INP Yes,,
304,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP Yes,,,INP Yes,,
305,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP Yes,,,INP Yes,,
306,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP Yes,,,INP Yes,,
307,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP Yes,,,INP Yes,,
308,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP No,,,INP No,,
309,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP Yes,,,INP Yes,,
310,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,8fe7fd,No,,INP Yes,,,INP Yes,,
311,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP Yes,,,INP Yes,,
312,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP No,,,INP No,,
313,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP No,,,INP No,,
314,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP Yes,,,INP Yes,,
315,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP No,,,INP No,,
316,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP Yes,,,INP Yes,,
317,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP Yes,,,INP No,,
318,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,c5e01c,No,,INP Yes,,,INP Yes,,
319,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP Yes,,,INP Yes,,
320,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP Yes,,,INP Yes,,
321,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP Yes,,,INP Yes,,
322,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP No,,,INP No,,
323,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP Yes,,,INP No,,
324,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP Yes,,,INP Yes,,
325,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP No,,,INP No,,
326,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,3a1d66,No,,INP Yes,,,INP Yes,,
327,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,01675f,No,,INP No,,,INP No,,
328,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,01675f,No,,INP No,,,INP No,,
329,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,01675f,No,,INP No,,,INP No,,
330,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,01675f,No,,INP No,,,INP No,,
331,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,01675f,No,,INP No,,,INP No,,
332,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,01675f,No,,INP No,,,INP No,,
333,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,01675f,No,,INP No,,,INP No,,
334,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,01675f,No,,INP Yes,,,INP Yes,,
335,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP Yes,,,INP Yes,,
336,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP Yes,,,INP Yes,,
337,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP Yes,,,INP Yes,,
338,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP Yes,,,INP Yes,,
339,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP Yes,,,INP Yes,,
340,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP Yes,,,INP Yes,,
341,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP Yes,,,INP Yes,,
342,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,f7de96,No,,INP No,,,INP No,,
343,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,55cfc1,No,,INP Yes,,,INP Yes,,
344,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,55cfc1,No,,INP Yes,,,INP Yes,,
345,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,55cfc1,No,,INP Yes,,,INP Yes,,
346,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,55cfc1,No,,INP Yes,,,INP Yes,,
347,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,55cfc1,No,,INP Yes,,,INP Yes,,
348,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,55cfc1,No,,INP Yes,,,INP Yes,,
349,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,55cfc1,No,,INP Yes,,,INP Yes,,
350,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP Yes,,,INP Yes,,
351,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP Yes,,,INP Yes,,
352,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP Yes,,,INP Yes,,
353,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP No,,,INP No,,
354,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP No,,,INP No,,
355,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP Yes,,,INP Yes,,
356,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP Yes,,,INP Yes,,
357,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,c877fd,No,,INP Yes,,,INP Yes,,
358,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP Yes,,,INP Yes,,
359,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP Yes,,,INP Yes,,
360,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP Yes,,,INP Yes,,
361,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP Yes,,,INP Yes,,
362,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP Yes,,,INP Yes,,
363,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP Yes,,,INP Yes,,
364,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP No,,,INP No,,
365,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,40db2f,No,,INP No,,,INP Yes,,
366,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
367,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
368,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
369,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
370,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
371,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
372,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
373,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,e9d415,Yes,,REM Yes,,,REM Yes,,
374,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP No,,,INP No,,
375,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP No,,,INP No,,
376,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP Yes,,,INP Yes,,
377,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP Yes,,,INP Yes,,
378,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP Yes,,,INP Yes,,
379,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP No,,,INP No,,
380,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP Yes,,,INP Yes,,
381,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,c3b373,No,,INP No,,,INP No,,
382,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
383,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
384,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
385,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
386,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
387,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
388,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
389,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,8996fb,Yes,,REM Yes,,,REM Yes,,
390,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
391,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
392,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
393,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
394,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
395,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
396,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
397,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,54f299,Yes,,REM Yes,,,REM Yes,,
398,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,020c60,No,,INP Yes,,,INP Yes,,
399,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,020c60,No,,INP No,,,INP No,,
400,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,020c60,No,,INP No,,,INP No,,
401,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,020c60,No,,INP Yes,,,INP Yes,,
402,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,020c60,No,,INP Yes,,,INP Yes,,
403,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,020c60,No,,INP No,,,INP No,,
404,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,020c60,No,,INP Yes,,,INP No,,
405,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,020c60,No,,INP Yes,,,INP Yes,,
406,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
407,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
408,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
409,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
410,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
411,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
412,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
413,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,424e84,No,,REM Yes,,,REM Yes,,
414,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP No,,,INP No,,
415,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP No,,,INP No,,
416,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP Yes,,,INP Yes,,
417,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP Yes,,,INP Yes,,
418,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP Yes,,,INP Yes,,
419,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP Yes,,,INP Yes,,
420,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP Yes,,,INP Yes,,
421,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,5a245a,No,,INP Yes,,,INP Yes,,
422,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP No,,,INP No,,
423,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP Yes,,,INP Yes,,
424,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP Yes,,,INP Yes,,
425,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP No,,,INP No,,
426,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP Yes,,,INP Yes,,
427,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP No,,,INP No,,
428,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP Yes,,,INP Yes,,
429,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,3814ac,No,,INP Yes,,,INP Yes,,
430,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP Yes,,,INP Yes,,
431,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP No,,,INP No,,
432,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP Yes,,,INP Yes,,
433,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP Yes,,,INP Yes,,
434,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP Yes,,,INP Yes,,
435,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP Yes,,,INP Yes,,
436,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP Yes,,,INP Yes,,
437,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,49cb76,No,,INP Yes,,,INP Yes,,
438,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP Yes,,,INP Yes,,
439,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP Yes,,,INP Yes,,
440,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP Yes,,,INP Yes,,
441,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP Yes,,,INP Yes,,
442,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP Yes,,,INP Yes,,
443,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP Yes,,,INP Yes,,
444,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP Yes,,,INP Yes,,
445,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,b53a2a,No,,INP No,,,INP No,,
446,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
447,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
448,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
449,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
450,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
451,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
452,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
453,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,4d4bc1,No,,REM Yes,,,REM Yes,,
454,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP Yes,,,INP Yes,,
455,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP Yes,,,INP Yes,,
456,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP Yes,,,INP Yes,,
457,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP Yes,,,INP Yes,,
458,01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP No,,,INP No,,
459,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP No,,,INP No,,
460,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP Yes,,,INP Yes,,
461,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,df7d7b,No,,INP No,,,INP No,,
462,02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,297b75,No,,INP No,,,INP No,,
463,03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,297b75,No,,INP Yes,,,INP Yes,,
464,02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,297b75,No,,INP No,,,INP No,,
465,02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,297b75,No,,INP No,,,INP No,,
466,02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,297b75,No,,INP No,,,INP No,,
467,03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,297b75,No,,INP No,,,INP No,,
468,01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,297b75,No,,INP No,,,INP No,,
469,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
470,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
471,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
472,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
473,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
474,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
475,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
476,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,0cde13,Yes,,REM Yes,,,REM Yes,,
477,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
478,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
479,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
480,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
481,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
482,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
483,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
484,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,7904d7,Yes,,REM Yes,,,REM Yes,,
485,01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP No,,
486,02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP No,,
487,02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP No,,
488,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP No,,
489,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP Yes,,
490,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP No,,
491,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP No,,
492,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,d8b6e7,No,,INP No,,,INP No,,
493,02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,2d094e,No,,INP No,,,INP No,,
494,01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,2d094e,No,,INP No,,,INP No,,
495,03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,2d094e,No,,INP No,,,INP No,,
496,02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,2d094e,No,,INP No,,,INP No,,
497,03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,2d094e,No,,INP Yes,,,INP Yes,,
