Week,CRN,Subject,Course Name,Student ID,Remote Learner,Mon,Tue,Wed,Thu,Fri,Sat,Sun
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,885408952,Yes,,REM Yes,,,REM Yes,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,885408952,Yes,,REM Yes,,,REM Yes,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,885408952,Yes,,REM Yes,,,REM Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,885408952,Yes,,REM Yes,,,REM Yes,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,481447463,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,858778667,No,,INP No,,,INP No,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,858778667,No,,INP No,,,INP No,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,858778667,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,858778667,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,858778667,No,,INP No,,,INP Yes,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,858778667,No,,INP No,,,INP No,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,858778667,No,,INP No,,,INP No,,
01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,944072762,No,,INP No,,,INP No,,
03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,944072762,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,944072762,No,,INP No,,,INP No,,
03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,944072762,No,,INP Yes,,,INP Yes,,
02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,944072762,No,,INP Yes,,,INP Yes,,
02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,944072762,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,944072762,No,,INP Yes,,,INP Yes,,
01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,944072762,No,,INP No,,,INP No,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,2946945,No,,INP No,,,INP No,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,2946945,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,2946945,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,2946945,No,,INP Yes,,,INP No,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,2946945,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,2946945,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,2946945,No,,INP Yes,,,INP Yes,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,2946945,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,576702668,No,,REM Yes,,,REM Yes,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,351544501,No,,INP Yes,,,INP Yes,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,351544501,No,,INP No,,,INP No,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,351544501,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,351544501,No,,INP No,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,351544501,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,351544501,No,,INP Yes,,,INP Yes,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,351544501,No,,INP No,,,INP No,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,351544501,No,,INP Yes,,,INP Yes,,
02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,474057614,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,474057614,No,,INP No,,,INP No,,
02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,474057614,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,474057614,No,,INP Yes,,,INP Yes,,
01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,474057614,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,474057614,No,,INP Yes,,,INP Yes,,
01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,474057614,No,,INP No,,,INP No,,
02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,474057614,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,509920705,No,,INP Yes,,,INP No,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,509920705,No,,INP No,,,INP No,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,509920705,No,,INP No,,,INP No,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,509920705,No,,INP No,,,INP No,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,509920705,No,,INP No,,,INP No,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,509920705,No,,INP No,,,INP No,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,509920705,No,,INP No,,,INP No,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,509920705,No,,INP No,,,INP No,,
03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,412739491,No,,INP Yes,,,INP Yes,,
02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,412739491,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,412739491,No,,INP Yes,,,INP Yes,,
01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,412739491,No,,INP No,,,INP No,,
02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,412739491,No,,INP Yes,,,INP Yes,,
01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,412739491,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,412739491,No,,INP Yes,,,INP Yes,,
02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,412739491,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,450308072,No,,INP Yes,,,INP Yes,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,450308072,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,450308072,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,450308072,No,,INP No,,,INP Yes,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,450308072,No,,INP No,,,INP No,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,450308072,No,,INP Yes,,,INP Yes,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,450308072,No,,INP Yes,,,INP Yes,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,450308072,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,470060416,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,470060416,No,,INP No,,,INP No,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,470060416,No,,INP No,,,INP No,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,470060416,No,,INP No,,,INP No,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,470060416,No,,INP No,,,INP No,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,470060416,No,,INP No,,,INP No,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,470060416,No,,INP No,,,INP No,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,470060416,No,,INP No,,,INP No,,
01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,722565855,No,,INP No,,,INP No,,
02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,722565855,No,,INP No,,,INP No,,
02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,722565855,No,,INP No,,,INP No,,
02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,722565855,No,,INP No,,,INP No,,
03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,722565855,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,722565855,No,,INP No,,,INP No,,
01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,722565855,No,,INP No,,,INP No,,
02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,722565855,No,,INP No,,,INP No,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,38521395,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,38521395,No,,INP Yes,,,INP Yes,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,38521395,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,38521395,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,38521395,No,,INP Yes,,,INP Yes,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,38521395,No,,INP No,,,INP No,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,38521395,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,38521395,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,356965413,Yes,,REM Yes,,,REM Yes,,
02/15/2021-02/21/2021,35214,DS,Foundations of Data Science,356965413,Yes,,REM Yes,,,REM Yes,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,356965413,Yes,,REM Yes,,,REM Yes,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,356965413,Yes,,REM Yes,,,REM Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,356965413,Yes,,REM Yes,,,REM Yes,,
02/08/2021-02/14/2021,35214,DS,Foundations of Data Science,356965413,Yes,,REM Yes,,,REM Yes,,
02/22/2021-02/28/2021,35213,DS,Foundations of Data Science,632108113,No,,INP Yes,,,INP Yes,,
03/08/2021-03/14/2021,35213,DS,Foundations of Data Science,632108113,No,,INP Yes,,,INP Yes,,
02/08/2021-02/14/2021,35213,DS,Foundations of Data Science,632108113,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35213,DS,Foundations of Data Science,632108113,No,,INP Yes,,,INP Yes,,
02/01/2021-02/07/2021,35213,DS,Foundations of Data Science,632108113,No,,INP Yes,,,INP Yes,,
01/18/2021-01/24/2021,35213,DS,Foundations of Data Science,632108113,No,,INP No,,,INP No,,
02/15/2021-02/21/2021,35213,DS,Foundations of Data Science,632108113,No,,INP Yes,,,INP Yes,,
01/25/2021-01/31/2021,35213,DS,Foundations of Data Science,632108113,No,,INP Yes,,,INP Yes,,
03/01/2021-03/07/2021,35214,DS,Foundations of Data Science,226866548,Yes,,REM Yes,,,REM Yes,,
02/22/2021-02/28/2021,35214,DS,Foundations of Data Science,226866548,Yes,,REM Yes,,,REM Yes,,
01/18/2021-01/24/2021,35214,DS,Foundations of Data Science,226866548,Yes,,REM Yes,,,REM Yes,,
02/01/2021-02/07/2021,35214,DS,Foundations of Data Science,226866548,Yes,,REM Yes,,,REM Yes,,
03/08/2021-03/14/2021,35214,DS,Foundations of Data Science,226866548,Yes,,REM Yes,,,REM Yes,,
01/25/2021-01/31/2021,35214,DS,Foundations of Data Science,226866548,Yes,,REM Yes,,,REM Yes,,
